1000	540
2000	969
3000	1508
4000	2203
5000	2184
6000	3031
7000	3225
8000	3936
9000	3983
10000	4907
11000	5150
12000	5368
13000	6352
14000	6378
15000	8656
16000	21069
17000	8664
18000	9408
19000	10385
20000	11390
21000	11727
22000	10969
23000	11328
24000	13237
25000	13664
26000	14068
27000	14326
28000	15359
29000	15382
30000	17638
31000	19183
32000	16371
33000	17855
34000	19877
35000	18744
36000	21415
37000	21264
38000	22293
39000	21405
40000	28292
41000	22608
42000	29111
43000	43923
44000	26783
45000	24427
46000	28102
47000	25532
48000	28977
49000	32205
50000	30832
51000	29789
52000	29365
53000	61780
54000	35910
55000	35392
56000	32925
57000	32188
58000	36961
59000	35117
60000	41871
61000	36804
62000	36944
63000	42296
64000	36029
65000	43114
66000	36963
67000	41317
68000	50714
69000	43522
70000	51057
71000	45616
72000	52389
73000	55710
74000	52367
75000	51495
76000	53355
77000	53989
78000	55119
79000	57844
80000	72935
81000	55495
82000	57863
83000	57498
84000	65312
85000	59328
86000	60114
87000	61712
88000	67234
89000	71058
90000	65123
91000	70242
92000	73427
93000	64772
94000	70116
95000	67210
96000	69013
97000	82950
98000	86825
99000	69429
100000	76442
