712	50555
712	31700
712	29269
712	28095
712	28210
712	28709
712	26664
712	26757
712	26878
712	26526
712	26750
712	26866
712	27671
712	26535
712	26672
712	26948
712	26297
712	26585
712	26871
712	28383
712	27248
712	30065
712	26677
712	28032
712	26786
712	26479
712	28093
712	27546
712	27905
712	27125
712	26424
712	28096
712	32780
712	32604
712	33496
712	34025
712	29534
712	29625
712	29425
712	29613
712	30621
712	29679
712	33212
712	34031
712	29873
712	31957
712	33795
712	30494
712	29569
712	30112
712	29331
712	29632
712	28990
712	31221
712	31070
712	29593
712	30927
712	32438
712	30170
712	33838
712	34572
712	37849
712	41077
712	37840
712	33129
712	32745
712	30261
712	28926
712	29048
712	29489
712	28627
712	27541
712	26559
712	28531
712	28303
712	31557
712	28664
712	27537
712	30452
712	26994
712	32889
712	27354
712	28876
712	27880
712	26304
712	27996
712	29917
712	28536
712	27294
712	27439
712	27271
712	26823
712	28637
712	28947
712	34110
712	28463
712	27457
712	26460
712	28715
712	26822
