766	43986
766	31307
766	27310
766	26326
766	26478
766	26829
766	27184
766	26323
766	27047
766	27012
766	28685
766	27865
766	26454
766	26484
766	26392
766	26604
766	27770
766	27906
766	26882
766	26694
766	27792
766	27732
766	27783
766	27478
766	26623
766	26477
766	26671
766	27092
766	27316
766	29704
766	27115
766	26458
766	26421
766	26447
766	26405
766	26376
766	26520
766	26328
766	26786
766	26352
766	26350
766	26346
766	27509
766	26566
766	26540
766	26401
766	27598
766	28227
766	26504
766	26596
766	26428
766	26428
766	26798
766	27744
766	27305
766	26477
766	28291
766	26669
766	26494
766	26482
766	26370
766	26322
766	26470
766	26390
766	28618
766	27395
766	26639
766	26396
766	26321
766	27327
766	26580
766	26616
766	26486
766	26415
766	26649
766	27354
766	26508
766	26347
766	26312
766	26315
766	26369
766	26365
766	26462
766	27943
766	26669
766	26781
766	27730
766	26660
766	30085
766	26950
766	27264
766	26572
766	26419
766	26667
766	26451
766	26387
766	26476
766	28503
766	26397
766	26413
